test,station,p_MPa,G_kg_m2s,U_V,I_A,qw_kW_m2,Tin_C,dp_bar,Two_C,Twi_C,hb_kJ_kg,Tb_C,alpha_W_m2K,unc_qw_W_m2,unc_Two_C,unc_hb_J_kg,unc_alpha_W_m2K,rho_b,mu_b_uPa_s,lam_b_mWmK,cp_b,Pr_b,rho_w,mu_w_uPa_s,lam_w_mWmK,Re_b,Nu_meas,ratio_rho_w_b,ratio_mu_w_b,ratio_lam_w_b,T_pc_C,dT_b_to_pc_K,abs_dT_pc_K,near_pc,hb_coolprop_kJkg,hb_residual_kJkg
T1,1,10,447.4,6.5,6.4,9.5,20.1,0.13,28.10,28.00,250.30,22.83,1826.75,13.36,0.50,20.72,123.68,835.146,78.1470,93.1346,2748.02,2.30580,791.080,69.9919,86.7503,5038.10,17.2604,0.94723,0.89564,0.93145,45.01,-22.180,22.180,False,250.291,0.009
T1,2,10,447.4,6.5,6.4,9.5,20.1,0.13,31.30,31.20,258.75,25.82,1756.13,13.36,0.50,20.72,114.31,810.664,73.4698,89.4739,2919.65,2.39741,758.849,64.7127,82.6703,5358.83,17.2720,0.93608,0.88081,0.92396,45.01,-19.190,19.190,False,258.752,-0.002
T1,3,10,447.4,6.5,6.4,9.5,20.1,0.13,35.35,35.25,267.21,28.62,1425.13,13.36,0.50,20.72,75.29,785.190,68.9878,85.9670,3130.78,2.51242,709.373,57.5189,77.4543,5706.98,14.5883,0.90344,0.83375,0.90098,45.01,-16.390,16.390,False,267.209,0.001
T1,4,10,447.4,6.5,6.4,9.5,20.1,0.13,37.91,37.81,275.67,31.22,1432.37,13.36,0.50,20.72,76.05,758.631,64.6788,82.6446,3393.51,2.65581,670.062,52.4582,74.2969,6087.19,15.2519,0.88325,0.81106,0.89899,45.01,-13.790,13.790,False,275.673,-0.003
T1,5,10,447.4,6.5,6.4,9.5,20.1,0.13,39.84,39.74,284.13,33.60,1537.48,13.36,0.50,20.72,87.62,731.017,60.5429,79.5714,3726.94,2.83569,634.001,48.2486,72.1373,6503.03,17.0034,0.86729,0.79693,0.90657,45.01,-11.410,11.410,False,284.124,0.006
T1,6,10,447.4,6.5,6.4,9.5,20.1,0.13,41.80,41.70,292.58,35.75,1587.33,13.36,0.50,20.72,93.39,702.307,56.5699,76.8212,4156.44,3.06074,589.767,43.5824,70.2253,6959.75,18.1831,0.83976,0.77042,0.91414,45.01,-9.260,9.260,False,292.571,0.009
T1,7,10,447.4,6.5,6.4,9.5,20.1,0.13,43.26,43.16,301.04,37.67,1720.06,13.36,0.50,20.72,109.66,672.436,52.7492,74.4626,4701.67,3.33065,551.160,39.9123,68.8444,7463.85,20.3277,0.81965,0.75664,0.92455,45.01,-7.340,7.340,False,301.045,-0.005
T1,8,10,447.4,6.5,6.4,9.5,20.1,0.13,44.71,44.62,309.50,39.36,1795.71,13.36,0.50,20.72,119.52,641.635,49.1078,72.5420,5357.76,3.62697,509.212,36.3137,66.8048,8017.29,21.7836,0.79362,0.73947,0.92091,45.01,-5.650,5.650,False,309.519,-0.019
T1,9,10,447.4,6.5,6.4,9.5,20.1,0.13,45.68,45.58,317.95,40.84,1990.32,13.36,0.50,20.72,146.82,610.226,45.6763,71.0284,6097.22,3.92095,481.849,34.1723,64.9016,8619.61,24.6589,0.78962,0.74814,0.91374,45.01,-4.170,4.170,True,317.975,-0.025
T1,10,10,447.4,6.5,6.4,9.5,20.1,0.13,47.16,47.06,326.41,42.14,1920.46,13.36,0.50,20.72,136.70,578.633,42.4872,69.8276,6879.38,4.18582,443.120,31.4075,61.3918,9266.61,24.2025,0.76580,0.73922,0.87919,45.01,-2.870,2.870,True,326.399,0.011
T1,11,10,447.4,6.5,6.4,9.5,20.1,0.13,49.09,48.99,334.87,43.31,1661.84,13.36,0.50,20.72,102.37,546.949,39.5332,68.6792,7592.41,4.37035,401.816,28.7937,56.3923,9959.02,21.2935,0.73465,0.72834,0.82110,45.01,-1.700,1.700,True,334.875,-0.005
T1,12,10,447.4,6.5,6.4,9.5,20.1,0.13,51.04,50.94,343.32,44.39,1440.94,13.36,0.50,20.72,76.97,515.883,36.8601,67.1964,8013.99,4.39601,370.152,27.0241,51.9498,10681.26,18.8705,0.71751,0.73315,0.77310,45.01,-0.620,0.620,True,343.334,-0.014
T1,13,10,447.4,6.5,6.4,9.5,20.1,0.13,52.63,52.54,351.78,45.44,1330.52,13.36,0.50,20.72,65.63,485.761,34.4688,65.2033,8051.80,4.25648,349.750,25.9943,48.9632,11422.26,17.9570,0.72000,0.75414,0.75093,45.01,0.430,0.430,True,351.802,-0.022
T1,14,10,447.4,6.5,6.4,9.5,20.1,0.13,54.37,54.27,360.24,46.50,1215.56,13.36,0.50,20.72,54.78,457.142,32.3732,62.7860,7767.32,4.00492,331.714,25.1589,46.3124,12161.68,17.0371,0.72563,0.77715,0.73762,45.01,1.490,1.490,True,360.207,0.033
T1,15,10,447.4,6.5,6.4,9.5,20.1,0.13,55.34,55.24,368.70,47.63,1241.05,13.36,0.50,20.72,57.10,429.770,30.5251,59.9107,7200.96,3.66896,322.998,24.7814,45.0448,12897.99,18.2292,0.75156,0.81184,0.75187,45.01,2.620,2.620,True,368.686,0.014
T1,16,10,447.4,6.5,6.4,9.5,20.1,0.13,56.38,56.28,377.15,48.87,1274.31,13.36,0.50,20.72,60.20,404.070,28.9274,56.6932,6450.90,3.29154,314.547,24.4324,43.8326,13610.34,19.7800,0.77845,0.84461,0.77315,45.01,3.860,3.860,True,377.152,-0.002
T1,17,10,447.4,6.5,6.4,9.5,20.1,0.13,57.88,57.78,385.61,50.27,1256.67,13.36,0.50,20.72,58.55,380.064,27.5560,53.3752,5666.51,2.92544,303.703,24.0099,42.3119,14287.73,20.7188,0.79908,0.87132,0.79273,45.01,5.260,5.260,False,385.619,-0.009
T1,18,10,447.4,6.5,6.4,9.5,20.1,0.13,59.38,59.29,394.07,51.87,1273.14,13.36,0.50,20.72,60.09,357.789,26.3895,50.1454,4935.77,2.59750,294.092,23.6605,41.0068,14919.26,22.3423,0.82197,0.89659,0.81776,45.01,6.860,6.860,False,394.077,-0.007
T1,19,10,447.4,6.5,6.4,9.5,20.1,0.13,61.68,61.58,402.52,53.71,1199.95,13.36,0.50,20.72,53.38,337.170,25.4040,47.1119,4291.75,2.31422,281.466,23.2390,39.3695,15498.04,22.4138,0.83479,0.91478,0.83566,45.01,8.700,8.700,False,402.539,-0.019
T1,20,10,447.4,6.5,6.4,9.5,20.1,0.13,64.15,64.06,410.98,55.82,1146.53,13.36,0.50,20.72,48.74,318.181,24.5804,44.3513,3744.07,2.07504,269.823,22.8909,37.9533,16017.33,22.7490,0.84802,0.93127,0.85574,45.01,10.810,10.810,False,410.986,-0.006
T2,1,10,447.4,8.2,8.0,14.8,20.1,0.17,32.61,32.46,254.21,24.24,1800.60,20.94,0.50,28.19,76.70,823.906,75.9514,91.4186,2823.26,2.34558,744.706,62.5520,81.0444,5183.74,17.3327,0.90387,0.82358,0.88652,45.01,-20.770,20.770,False,254.217,-0.007
T2,2,10,447.4,8.2,8.0,14.8,20.1,0.17,37.71,37.56,265.72,28.14,1572.50,20.94,0.50,28.19,58.51,789.763,69.7658,86.5738,3090.20,2.49025,674.281,52.9765,74.5935,5643.33,15.9841,0.85378,0.75935,0.86162,45.01,-16.870,16.870,False,265.716,0.004
T2,3,10,447.4,8.2,8.0,14.8,20.1,0.17,43.31,43.15,277.23,31.67,1289.80,20.94,0.50,28.19,39.38,753.684,63.9133,82.0645,3448.23,2.68554,551.440,39.9376,68.8551,6160.09,13.8309,0.73166,0.62487,0.83904,45.01,-13.340,13.340,False,277.213,0.017
T2,4,10,447.4,8.2,8.0,14.8,20.1,0.17,46.63,46.48,288.74,34.80,1268.34,20.94,0.50,28.19,38.08,715.517,58.3592,78.0284,3947.43,2.95237,457.659,32.4095,62.8342,6746.36,14.3043,0.63962,0.55535,0.80527,45.01,-10.210,10.210,False,288.724,0.016
T2,5,10,447.4,8.2,8.0,14.8,20.1,0.17,48.63,48.48,300.25,37.50,1348.76,20.94,0.50,28.19,43.05,675.279,53.1001,74.6652,4645.60,3.30383,411.669,29.3860,57.6881,7414.53,15.8964,0.60963,0.55341,0.77262,45.01,-7.510,7.510,False,300.251,-0.001
T2,6,10,447.4,8.2,8.0,14.8,20.1,0.17,51.24,51.09,311.76,39.77,1308.32,20.94,0.50,28.19,40.51,633.386,48.1802,72.1058,5546.31,3.70598,368.054,26.9142,51.6453,8171.66,15.9671,0.58109,0.55861,0.71624,45.01,-5.240,5.240,False,311.754,0.006
T2,7,10,447.4,8.2,8.0,14.8,20.1,0.17,53.59,53.43,323.27,41.67,1259.16,20.94,0.50,28.19,37.53,590.510,43.6565,70.2525,6584.45,4.09173,340.028,25.5350,47.5319,9018.40,15.7725,0.57582,0.58491,0.67659,45.01,-3.340,3.340,True,323.235,0.035
T2,8,10,447.4,8.2,8.0,14.8,20.1,0.17,55.90,55.75,334.78,43.30,1189.21,20.94,0.50,28.19,33.48,547.231,39.5585,68.6904,7587.02,4.36933,318.748,24.6038,44.4326,9952.66,15.2351,0.58247,0.62196,0.64685,45.01,-1.710,1.710,True,334.800,-0.020
T2,9,10,447.4,8.2,8.0,14.8,20.1,0.17,58.10,57.95,346.28,44.76,1122.24,20.94,0.50,28.19,29.82,505.162,35.9867,66.5533,8070.27,4.36376,302.561,23.9672,42.1545,10940.47,14.8388,0.59894,0.66600,0.63339,45.01,-0.250,0.250,True,346.312,-0.032
T2,10,10,447.4,8.2,8.0,14.8,20.1,0.17,61.08,60.93,357.79,46.19,1004.52,20.94,0.50,28.19,23.90,465.255,32.9501,63.5175,7874.33,4.08486,284.843,23.3474,39.7978,11948.74,13.9171,0.61223,0.70857,0.62656,45.01,1.180,1.180,True,357.782,0.008
T2,11,10,447.4,8.2,8.0,14.8,20.1,0.17,65.34,65.19,369.30,47.72,847.41,20.94,0.50,28.19,17.02,427.751,30.3947,59.6743,7148.10,3.64084,265.073,22.7607,37.4049,12953.30,12.4965,0.61969,0.74884,0.62682,45.01,2.710,2.710,True,369.331,-0.031
T2,12,10,447.4,8.2,8.0,14.8,20.1,0.17,69.55,69.40,380.81,49.45,742.34,20.94,0.50,28.19,13.07,393.534,28.3111,55.2656,6111.04,3.13053,249.713,22.3908,35.7633,13906.63,11.8204,0.63454,0.79089,0.64712,45.01,4.440,4.440,True,380.794,0.016
T2,13,10,447.4,8.2,8.0,14.8,20.1,0.17,75.26,75.10,392.32,51.52,627.74,20.94,0.50,28.19,9.36,362.266,26.6156,50.8014,5080.66,2.66184,233.169,22.0888,34.2481,14792.51,10.8739,0.64364,0.82992,0.67416,45.01,6.510,6.510,False,392.325,-0.005
T2,14,10,447.4,8.2,8.0,14.8,20.1,0.17,80.36,80.21,403.83,54.01,565.15,20.94,0.50,28.19,7.59,334.206,25.2700,46.6771,4203.03,2.27543,221.151,21.9410,33.3342,15580.23,10.6547,0.66172,0.86826,0.71414,45.01,9.000,9.000,False,403.813,0.017
T2,15,10,447.4,8.2,8.0,14.8,20.1,0.17,85.16,85.01,415.34,57.02,529.04,20.94,0.50,28.19,6.66,309.017,24.2133,43.0514,3498.84,1.96785,211.571,21.8723,32.7310,16260.14,10.8139,0.68466,0.90332,0.76028,45.01,12.010,12.010,False,415.328,0.012
T2,16,10,447.4,8.2,8.0,14.8,20.1,0.17,91.30,91.15,426.85,60.61,484.82,20.94,0.50,28.19,5.60,286.562,23.4038,40.0187,2956.49,1.72902,201.099,21.8535,32.2114,16822.57,10.6611,0.70176,0.93376,0.80491,45.01,15.600,15.600,False,426.844,0.006
T2,17,10,447.4,8.2,8.0,14.8,20.1,0.17,97.77,97.62,438.36,64.82,451.38,20.94,0.50,28.19,4.86,266.594,22.8016,37.5786,2546.68,1.54525,191.690,21.8931,31.8808,17266.84,10.5702,0.71903,0.96016,0.84838,45.01,19.810,19.810,False,438.365,-0.005
T2,18,10,447.4,8.2,8.0,14.8,20.1,0.17,103.77,103.61,449.87,69.65,435.85,20.94,0.50,28.19,4.53,248.898,22.3735,35.6822,2239.08,1.40395,184.113,21.9687,31.7174,17597.25,10.7490,0.73971,0.98191,0.88889,45.01,24.640,24.640,False,449.872,-0.002
T2,19,10,447.4,8.2,8.0,14.8,20.1,0.17,111.95,111.80,461.38,75.09,403.32,20.94,0.50,28.19,3.89,233.195,22.0892,34.2503,2006.65,1.29415,175.107,22.1158,31.6546,17823.76,10.3626,0.75091,1.00121,0.92422,45.01,30.080,30.080,False,461.380,0.000
T2,20,10,447.4,8.2,8.0,14.8,20.1,0.17,119.15,119.00,472.89,81.11,390.71,20.94,0.50,28.19,3.65,219.243,21.9236,33.2049,1829.06,1.20765,168.204,22.2757,31.7126,17958.33,10.3546,0.76720,1.01606,0.95506,45.01,36.100,36.100,False,472.894,-0.004
T3,1,10,604.9,8.2,8.0,14.8,19.9,0.23,26.76,26.61,249.84,22.67,3757.84,20.94,0.50,20.85,333.91,836.390,78.3953,93.3283,2740.06,2.30163,803.756,72.2179,88.4924,6790.10,35.4330,0.96098,0.92120,0.94818,45.01,-22.340,22.340,False,249.852,-0.012
T3,2,10,604.9,8.2,8.0,14.8,19.9,0.23,30.48,30.33,258.36,25.68,3188.17,20.94,0.50,20.85,240.36,811.867,73.6908,89.6472,2910.53,2.39248,768.091,66.1741,83.7880,7223.58,31.2959,0.94608,0.89800,0.93464,45.01,-19.330,19.330,False,258.344,0.016
T3,3,10,604.9,8.2,8.0,14.8,19.9,0.23,34.05,33.89,266.87,28.51,2750.21,20.94,0.50,20.85,178.87,786.246,69.1665,86.1063,3121.30,2.50724,727.381,60.0221,79.1974,7696.09,28.1069,0.92513,0.86779,0.91976,45.01,-16.500,16.500,False,266.865,0.005
T3,4,10,604.9,8.2,8.0,14.8,19.9,0.23,36.63,36.47,275.38,31.13,2771.80,20.94,0.50,20.85,181.69,759.607,64.8311,82.7604,3382.95,2.65006,691.649,55.1720,75.9208,8210.75,29.4728,0.91054,0.85101,0.91736,45.01,-13.880,13.880,False,275.368,0.012
T3,5,10,604.9,8.2,8.0,14.8,19.9,0.23,37.92,37.76,283.89,33.54,3502.68,20.94,0.50,20.85,290.11,731.761,60.6501,79.6488,3717.00,2.83038,670.914,52.5623,74.3559,8776.77,38.6994,0.91685,0.86665,0.93355,45.01,-11.470,11.470,False,283.901,-0.011
T3,6,10,604.9,8.2,8.0,14.8,19.9,0.23,39.84,39.69,292.41,35.71,3724.01,20.94,0.50,20.85,327.93,702.882,56.6464,76.8716,4146.93,3.05586,635.022,48.3626,72.1899,9397.10,42.6312,0.90345,0.85376,0.93910,45.01,-9.300,9.300,False,292.405,0.005
T3,7,10,604.9,8.2,8.0,14.8,19.9,0.23,41.31,41.15,300.92,37.64,4217.30,20.94,0.50,20.85,420.55,672.941,52.8113,74.4982,4691.65,3.32588,603.047,44.9294,70.7330,10079.51,49.8163,0.89614,0.85075,0.94946,45.01,-7.370,7.370,False,300.904,0.016
T3,8,10,604.9,8.2,8.0,14.8,19.9,0.23,42.69,42.54,309.43,39.34,4631.60,20.94,0.50,20.85,507.23,642.029,49.1526,72.5636,5348.87,3.62318,568.124,41.4811,69.4611,10829.77,56.1687,0.88489,0.84392,0.95724,45.01,-5.670,5.670,False,309.412,0.018
T3,9,10,604.9,8.2,8.0,14.8,19.9,0.23,43.74,43.59,317.95,40.84,5381.08,20.94,0.50,20.85,684.66,610.226,45.6763,71.0284,6097.22,3.92095,538.997,38.8285,68.3476,11654.00,66.6684,0.88328,0.85008,0.96226,45.01,-4.170,4.170,True,317.975,-0.025
T3,10,10,604.9,8.2,8.0,14.8,19.9,0.23,45.27,45.11,326.46,42.15,4992.58,20.94,0.50,20.85,589.37,578.375,42.4621,69.8186,6885.74,4.18776,495.106,35.1901,65.8838,12536.16,62.9270,0.85603,0.82874,0.94364,45.01,-2.860,2.860,True,326.467,-0.007
T3,11,10,604.9,8.2,8.0,14.8,19.9,0.23,47.12,46.97,334.97,43.32,4057.78,20.94,0.50,20.85,389.34,546.667,39.5080,68.6679,7597.77,4.37137,445.315,31.5560,61.6212,13473.53,52.0017,0.81460,0.79872,0.89738,45.01,-1.690,1.690,True,334.951,0.019
T3,12,10,604.9,8.2,8.0,14.8,19.9,0.23,49.11,48.95,343.48,44.41,3256.21,20.94,0.50,20.85,250.73,515.303,36.8121,67.1634,8018.26,4.39479,402.563,28.8379,56.4923,14460.23,42.6641,0.78122,0.78338,0.84112,45.01,-0.600,0.600,True,343.495,-0.015
T3,13,10,604.9,8.2,8.0,14.8,19.9,0.23,51.16,51.01,352.00,45.46,2669.40,20.94,0.50,20.85,168.52,485.200,34.4261,65.1607,8049.01,4.25251,369.167,26.9724,51.8070,15462.44,36.0505,0.76086,0.78349,0.79507,45.01,0.450,0.450,True,351.963,0.037
T3,14,10,604.9,8.2,8.0,14.8,19.9,0.23,52.46,52.30,360.51,46.54,2568.57,20.94,0.50,20.85,156.03,456.113,32.3009,62.6894,7751.70,3.99409,352.553,26.1305,49.3759,16479.79,36.0562,0.77295,0.80897,0.78763,45.01,1.530,1.530,True,360.518,-0.008
T3,15,10,604.9,8.2,8.0,14.8,19.9,0.23,53.02,52.87,369.02,47.68,2851.67,20.94,0.50,20.85,192.31,428.645,30.4524,59.7794,7171.67,3.65334,346.026,25.8159,48.4148,17480.15,41.9789,0.80725,0.84775,0.80989,45.01,2.670,2.670,True,369.045,-0.025
T3,16,10,604.9,8.2,8.0,14.8,19.9,0.23,53.72,53.57,377.53,48.93,3191.52,20.94,0.50,20.85,240.87,402.938,28.8602,56.5424,6414.97,3.27430,338.588,25.4688,47.3202,18444.53,49.6713,0.84030,0.88249,0.83690,45.01,3.920,3.920,True,377.538,-0.008
T3,17,10,604.9,8.2,8.0,14.8,19.9,0.23,54.83,54.68,386.05,50.35,3417.14,20.94,0.50,20.85,276.12,378.832,27.4887,53.1993,5625.68,2.90686,327.923,24.9925,45.7592,19364.74,56.5248,0.86562,0.90919,0.86015,45.01,5.340,5.340,False,386.071,-0.021
T3,18,10,604.9,8.2,8.0,14.8,19.9,0.23,55.72,55.56,394.56,51.97,4118.35,20.94,0.50,20.85,401.05,356.546,26.3275,49.9629,4895.81,2.57980,320.307,24.6684,44.6565,20218.85,72.5368,0.89836,0.93698,0.89379,45.01,6.960,6.960,False,394.569,-0.009
T3,19,10,604.9,8.2,8.0,14.8,19.9,0.23,57.59,57.44,403.07,53.84,4109.78,20.94,0.50,20.85,399.38,335.874,25.3451,46.9216,4252.81,2.29719,306.037,24.0984,42.6353,21002.54,77.0776,0.91117,0.95081,0.90865,45.01,8.830,8.830,False,403.094,-0.024
T3,20,10,604.9,8.2,8.0,14.8,19.9,0.23,59.83,59.68,411.59,55.98,4005.16,20.94,0.50,20.85,379.31,316.899,24.5278,44.1678,3708.98,2.05971,291.790,23.5804,40.7012,21702.39,79.7988,0.92077,0.96137,0.92151,45.01,10.970,10.970,False,411.583,0.007
T4,1,10,633.7,7.8,7.7,13.7,20.1,0.23,26.13,25.99,249.26,22.45,3855.82,19.31,0.50,20.05,381.14,838.091,78.7365,93.5942,2729.28,2.29601,809.194,73.2011,89.2633,7082.56,36.2536,0.96552,0.92970,0.95373,45.01,-22.560,22.560,False,249.250,0.010
T4,2,10,633.7,7.8,7.7,13.7,20.1,0.23,28.70,28.56,257.44,25.37,4280.00,19.31,0.50,20.05,469.60,814.510,74.1794,90.0303,2890.76,2.38180,785.767,69.0853,86.0430,7517.67,41.8348,0.96471,0.93133,0.95571,45.01,-19.640,19.640,False,257.445,-0.005
T4,3,10,633.7,7.8,7.7,13.7,20.1,0.23,31.53,31.39,265.63,28.11,4166.13,19.31,0.50,20.05,444.95,790.046,69.8143,86.6116,3087.73,2.48890,756.776,64.3904,82.4256,7987.70,42.3291,0.95789,0.92231,0.95167,45.01,-16.900,16.900,False,265.624,0.006
T4,4,10,633.7,7.8,7.7,13.7,20.1,0.23,34.35,34.21,273.81,30.67,3854.50,19.31,0.50,20.05,380.88,764.526,65.6056,83.3518,3330.85,2.62169,723.290,59.4426,78.7853,8500.12,40.6945,0.94606,0.90606,0.94521,45.01,-14.340,14.340,False,273.824,-0.014
T4,5,10,633.7,7.8,7.7,13.7,20.1,0.23,36.58,36.44,282.00,33.02,3997.68,19.31,0.50,20.05,409.70,738.096,61.5722,80.3206,3634.63,2.78624,692.105,55.2310,75.9580,9056.94,43.7990,0.93769,0.89701,0.94569,45.01,-11.990,11.990,False,281.989,0.011
T4,6,10,633.7,7.8,7.7,13.7,20.1,0.23,38.50,38.36,290.18,35.17,4278.85,19.31,0.50,20.05,469.35,710.479,57.6692,77.5561,4024.80,2.99276,660.442,51.2970,73.6565,9669.90,48.5505,0.92957,0.88950,0.94972,45.01,-9.840,9.840,False,290.199,-0.019
T4,7,10,633.7,7.8,7.7,13.7,20.1,0.23,40.10,39.96,298.37,37.09,4756.14,19.31,0.50,20.05,579.89,681.966,53.9356,75.1596,4517.07,3.24152,629.450,47.7442,71.9079,10339.29,55.6869,0.92299,0.88521,0.95674,45.01,-7.920,7.920,False,298.373,-0.003
T4,8,10,633.7,7.8,7.7,13.7,20.1,0.23,41.62,41.48,306.55,38.79,5079.84,19.31,0.50,20.05,661.51,652.573,50.3682,73.1689,5115.37,3.52133,595.164,44.1244,70.4262,11071.58,61.0950,0.91203,0.87604,0.96252,45.01,-6.220,6.220,False,306.535,0.015
T4,9,10,633.7,7.8,7.7,13.7,20.1,0.23,42.70,42.56,314.74,40.30,6027.70,19.31,0.50,20.05,931.39,622.219,46.9547,71.5609,5808.34,3.81115,567.589,41.4306,69.4424,11876.46,74.1240,0.91220,0.88235,0.97040,45.01,-4.710,4.710,True,314.762,-0.022
T4,10,10,633.7,7.8,7.7,13.7,20.1,0.23,44.22,44.08,322.92,41.62,5548.18,19.31,0.50,20.05,789.10,591.743,43.7799,70.2981,6553.72,4.08150,524.879,37.6121,67.6810,12737.71,69.4528,0.88701,0.85912,0.96277,45.01,-3.390,3.390,True,322.906,0.014
T4,11,10,633.7,7.8,7.7,13.7,20.1,0.23,46.08,45.93,331.11,42.80,4361.71,19.31,0.50,20.05,487.71,561.104,40.8237,69.2129,7296.15,4.30348,472.230,33.4569,64.1178,13660.09,55.4565,0.84161,0.81955,0.92639,45.01,-2.210,2.210,True,331.077,0.033
T4,12,10,633.7,7.8,7.7,13.7,20.1,0.23,48.22,48.07,339.29,43.88,3256.07,19.31,0.50,20.05,271.81,530.665,38.1052,67.9674,7858.93,4.40603,420.131,29.9103,58.7552,14634.64,42.1576,0.79171,0.78494,0.86446,45.01,-1.130,1.130,True,339.283,0.007
T4,13,10,633.7,7.8,7.7,13.7,20.1,0.23,49.76,49.61,347.48,44.90,2899.33,19.31,0.50,20.05,215.52,501.126,35.6644,66.2924,8079.09,4.34644,390.781,28.1537,54.8844,15636.22,38.4872,0.77981,0.78941,0.82791,45.01,-0.110,0.110,True,347.442,0.038
T4,14,10,633.7,7.8,7.7,13.7,20.1,0.23,50.75,50.60,355.66,45.92,2916.64,19.31,0.50,20.05,218.10,472.501,33.4769,64.1407,7953.15,4.15097,375.068,27.2853,52.6597,16657.96,40.0158,0.79379,0.81505,0.82100,45.01,0.910,0.910,True,355.645,0.015
T4,15,10,633.7,7.8,7.7,13.7,20.1,0.23,51.49,51.35,363.85,46.97,3119.34,19.31,0.50,20.05,249.46,445.315,31.5560,61.6212,7559.87,3.87138,364.515,26.7308,51.1299,17671.95,44.5467,0.81856,0.84709,0.82975,45.01,1.960,1.960,True,363.811,0.039
T4,16,10,633.7,7.8,7.7,13.7,20.1,0.23,52.57,52.43,372.03,48.10,3156.08,19.31,0.50,20.05,255.37,419.495,29.8704,58.6766,6919.54,3.52252,351.024,26.0560,49.1509,18669.20,47.3332,0.83678,0.87230,0.83766,45.01,3.090,3.090,True,372.004,0.026
T4,17,10,633.7,7.8,7.7,13.7,20.1,0.23,53.46,53.32,380.22,49.36,3448.09,19.31,0.50,20.05,304.81,395.112,28.4019,55.4825,6162.56,3.15466,341.176,25.5882,47.7007,19634.44,54.6897,0.86349,0.90093,0.85974,45.01,4.350,4.350,True,380.241,-0.021
T4,18,10,633.7,7.8,7.7,13.7,20.1,0.23,54.11,53.97,388.40,50.77,4274.51,19.31,0.50,20.05,468.40,372.581,27.1526,52.3013,5418.90,2.81326,334.595,25.2875,46.7342,20537.86,71.9212,0.89805,0.93131,0.89356,45.01,5.760,5.760,False,388.390,0.010
T4,19,10,633.7,7.8,7.7,13.7,20.1,0.23,55.65,55.51,396.59,52.39,4382.56,19.31,0.50,20.05,492.38,351.492,26.0788,49.2198,4734.65,2.50862,320.722,24.6857,44.7163,21383.52,78.3558,0.91246,0.94658,0.90850,45.01,7.380,7.380,False,396.591,-0.001
T4,20,10,633.7,7.8,7.7,13.7,20.1,0.23,57.48,57.34,404.77,54.24,4403.18,19.31,0.50,20.05,497.03,331.998,25.1715,46.3539,4137.69,2.24688,306.737,24.1252,42.7327,22154.29,83.5916,0.92391,0.95843,0.92188,45.01,9.230,9.230,False,404.772,-0.002
T5,1,10,633.7,7.8,7.7,13.7,30.1,0.27,34.58,34.44,278.95,32.17,6021.94,19.31,0.50,18.36,929.61,748.047,63.0545,81.4191,3513.10,2.72070,720.297,59.0226,78.4897,8844.04,65.0868,0.96290,0.93606,0.96402,45.01,-12.840,12.840,False,278.953,-0.003
T5,2,10,633.7,7.8,7.7,13.7,30.1,0.27,36.63,36.49,286.45,34.22,5997.98,19.31,0.50,18.36,922.22,723.161,59.4244,78.7725,3835.44,2.89338,691.344,55.1326,75.8960,9384.30,67.0059,0.95600,0.92778,0.96348,45.01,-10.790,10.790,False,286.468,-0.018
T5,3,10,633.7,7.8,7.7,13.7,30.1,0.27,39.16,39.01,293.94,36.08,4647.87,19.31,0.50,18.36,553.79,697.496,55.9340,76.4066,4237.50,3.10209,648.422,49.8858,72.9243,9969.90,53.5310,0.92964,0.89187,0.95442,45.01,-8.930,8.930,False,293.956,-0.016
T5,4,10,633.7,7.8,7.7,13.7,30.1,0.27,41.73,41.59,301.44,37.75,3558.43,19.31,0.50,18.36,324.62,671.083,52.5831,74.3678,4728.64,3.34347,592.479,43.8539,70.3254,10605.23,42.1072,0.88287,0.83399,0.94564,45.01,-7.260,7.260,False,301.422,0.018
T5,5,10,633.7,7.8,7.7,13.7,30.1,0.27,43.41,43.27,308.93,39.25,3395.10,19.31,0.50,18.36,295.51,643.793,49.3537,72.6612,5309.22,3.60618,548.075,39.6342,68.7240,11299.17,41.1181,0.85132,0.80306,0.94581,45.01,-5.760,5.760,False,308.932,-0.002
T5,6,10,633.7,7.8,7.7,13.7,30.1,0.27,44.91,44.77,316.43,40.58,3261.96,19.31,0.50,18.36,272.79,616.080,46.2955,71.2819,5955.33,3.86782,504.873,35.9636,66.5350,12045.56,40.2700,0.81949,0.77683,0.93341,45.01,-4.430,4.430,True,316.409,0.021
T5,7,10,633.7,7.8,7.7,13.7,30.1,0.27,46.64,46.50,323.92,41.77,2891.11,19.31,0.50,18.36,214.30,588.026,43.4091,70.1618,6646.34,4.11209,457.142,32.3732,62.7860,12846.52,36.2616,0.77742,0.74577,0.89487,45.01,-3.240,3.240,True,323.896,0.024
T5,8,10,633.7,7.8,7.7,13.7,30.1,0.27,47.31,47.17,331.41,42.85,3157.61,19.31,0.50,18.36,255.62,559.738,40.6972,69.1637,7326.75,4.31119,440.469,31.2294,61.1093,13702.58,40.1757,0.78692,0.76736,0.88355,45.01,-2.160,2.160,True,331.443,-0.033
